ExpQ:  hl(GT-only)   9.3281e-03       9.328 ms  h1/2[sec]   8.8782e-03       8.878 ms  Pn_GT    77.68 Pn_tot    76.77
ThoQ:  hl(GT-only)   1.1188e-02      11.188 ms  h1/2[sec]   1.0643e-02      10.643 ms  Pn_GT    77.01 Pn_tot    76.17
Si43(j1n,Ex.=0.05 MeV)=>P43 qval_exp# 19.289 qval_tho 20.07490194674081
ExpQ:  hl(GT-only)   9.2443e-03       9.244 ms  h1/2[sec]   7.5833e-03       7.583 ms  Pn_GT    99.86 Pn_tot    82.86
ThoQ:  hl(GT-only)   6.8268e-03       6.827 ms  h1/2[sec]   5.6492e-03       5.649 ms  Pn_GT    99.87 Pn_tot    83.53
Si43(j3n)=>P43 qval_exp# 19.289 qval_tho 20.027901946740812
ExpQ:  hl(GT-only)   1.1334e-02      11.334 ms  h1/2[sec]   9.4570e-03       9.457 ms  Pn_GT    99.23 Pn_tot    83.21
ThoQ:  hl(GT-only)   8.4686e-03       8.469 ms  h1/2[sec]   7.1136e-03       7.114 ms  Pn_GT    99.28 Pn_tot    83.82
Si44(j0p)=>P44 qval_exp# 18.2 qval_tho 19.186990697043896
ExpQ:  hl(GT-only)   1.0589e-02      10.589 ms  h1/2[sec]   8.1406e-03       8.141 ms  Pn_GT   100.00 Pn_tot    80.64
ThoQ:  hl(GT-only)   7.1936e-03       7.194 ms  h1/2[sec]   5.5935e-03       5.593 ms  Pn_GT   100.00 Pn_tot    81.35
Si45(j1n)=>P45 qval_exp# 21.13 qval_tho 22.687290282272855
ExpQ:  hl(GT-only)   8.9625e-03       8.962 ms  h1/2[sec]   5.6889e-03       5.689 ms  Pn_GT   100.00 Pn_tot    68.34
ThoQ:  hl(GT-only)   5.0364e-03       5.036 ms  h1/2[sec]   3.3161e-03       3.316 ms  Pn_GT   100.00 Pn_tot    70.66
Si45(j3n,Ex.=0.12 MeV)=>P45 qval_exp# 21.13 qval_tho 22.80329028227284
ExpQ:  hl(GT-only)   1.1417e-02      11.417 ms  h1/2[sec]   7.2266e-03       7.227 ms  Pn_GT   100.00 Pn_tot    68.06
ThoQ:  hl(GT-only)   6.0142e-03       6.014 ms  h1/2[sec]   3.9652e-03       3.965 ms  Pn_GT   100.00 Pn_tot    70.44
experimental qval is not available from amedata.jl, so Qval is set 0.0
Si46(j0p)=>P46 qval_exp 0.0 qval_tho 21.309108366208037
ExpQ:  hl(GT-only)          Inf         Inf y   h1/2[sec]          NaN         NaN sec Pn_GT      NaN Pn_tot      NaN
ThoQ:  hl(GT-only)   4.6504e-03       4.650 ms  h1/2[sec]   2.8551e-03       2.855 ms  Pn_GT   100.00 Pn_tot    78.99
experimental qval is not available from amedata.jl, so Qval is set 0.0
Si47(j1n)=>P47 qval_exp 0.0 qval_tho 24.747712879845707
ExpQ:  hl(GT-only)          Inf         Inf y   h1/2[sec]          NaN         NaN sec Pn_GT      NaN Pn_tot      NaN
ThoQ:  hl(GT-only)   3.7923e-03       3.792 ms  h1/2[sec]   1.8019e-03       1.802 ms  Pn_GT   100.00 Pn_tot    72.97
experimental qval is not available from amedata.jl, so Qval is set 0.0
Si48(j0p)=>P48 qval_exp 0.0 qval_tho 24.355338093493927
ExpQ:  hl(GT-only)          Inf         Inf y   h1/2[sec]          NaN         NaN sec Pn_GT      NaN Pn_tot      NaN
ThoQ:  hl(GT-only)   2.6651e-03       2.665 ms  h1/2[sec]   1.2253e-03       1.225 ms  Pn_GT      NaN Pn_tot      NaN
P37(j1p)=>S37 qval_exp 7.9004135 qval_tho 7.735295910451769
ExpQ:  hl(GT-only)   1.8594e+00       1.859 sec h1/2[sec]   1.8472e+00       1.847 sec Pn_GT     6.19 Pn_tot     6.22
ThoQ:  hl(GT-only)   2.1468e+00       2.147 sec h1/2[sec]   2.1329e+00       2.133 sec Pn_GT     5.41 Pn_tot     5.44
P38(j2n,Ex.=0.16 MeV)=>S38 qval_exp 12.2396512 qval_tho 12.019577641259206
ExpQ:  hl(GT-only)   4.0589e-01     405.890 ms  h1/2[sec]   3.8885e-01     388.851 ms  Pn_GT     5.01 Pn_tot     4.80
ThoQ:  hl(GT-only)   4.7083e-01     470.832 ms  h1/2[sec]   4.5086e-01     450.861 ms  Pn_GT     4.32 Pn_tot     4.13
P38(j4n)=>S38 qval_exp 12.2396512 qval_tho 11.86157764125919
ExpQ:  hl(GT-only)   3.6947e-01     369.469 ms  h1/2[sec]   3.5056e-01     350.564 ms  Pn_GT     4.08 Pn_tot     3.88
ThoQ:  hl(GT-only)   4.7555e-01     475.549 ms  h1/2[sec]   4.5047e-01     450.474 ms  Pn_GT     3.09 Pn_tot     2.93
P38(j6n,Ex.=0.28 MeV)=>S38 qval_exp 12.2396512 qval_tho 12.145577641259182
ExpQ:  hl(GT-only)   5.4740e-01     547.401 ms  h1/2[sec]   5.2977e-01     529.773 ms  Pn_GT     5.57 Pn_tot     5.39
ThoQ:  hl(GT-only)   5.8502e-01     585.020 ms  h1/2[sec]   5.6598e-01     565.976 ms  Pn_GT     5.25 Pn_tot     5.08
P38(j8n,Ex.=0.42 MeV)=>S38 qval_exp 12.2396512 qval_tho 12.282577641259182
ExpQ:  hl(GT-only)   4.7268e-01     472.681 ms  h1/2[sec]   4.6085e-01     460.853 ms  Pn_GT     5.96 Pn_tot     5.82
ThoQ:  hl(GT-only)   4.5959e-01     459.592 ms  h1/2[sec]   4.4809e-01     448.086 ms  Pn_GT     6.13 Pn_tot     5.98
P39(j1p)=>S39 qval_exp 10.388036099999999 qval_tho 10.686803657111044
ExpQ:  hl(GT-only)   3.3192e-01     331.918 ms  h1/2[sec]   3.2238e-01     322.383 ms  Pn_GT    22.32 Pn_tot    21.82
ThoQ:  hl(GT-only)   2.7399e-01     273.993 ms  h1/2[sec]   2.6614e-01     266.144 ms  Pn_GT    24.68 Pn_tot    24.12
P40(j4n)=>S40 qval_exp 14.6986603 qval_tho 14.977041582696147
ExpQ:  hl(GT-only)   1.4671e-01     146.712 ms  h1/2[sec]   1.3372e-01     133.716 ms  Pn_GT    21.11 Pn_tot    19.24
ThoQ:  hl(GT-only)   1.2606e-01     126.062 ms  h1/2[sec]   1.1509e-01     115.088 ms  Pn_GT    22.80 Pn_tot    20.81
